From Type,From Name,From Place,Edge Type,To Type,To Name,To Place,Date,Weight,Identifier,Reference
Person,Melville,,WROTE LETTER TO,Person,MacKay,,c 1689,2,Leven and Melville NRS,GD26/13/40
Person,Ross,,WROTE LETTER TO,Person,Cochrane,,c 1689,1,Leven and Melville NRS,GD26/13/41
Person,Shrewsbury,,WROTE LETTER TO,Person,Melville,,c 1689-1690,3,Leven and Melville NRS,GD26/13/42
Person,David Nairne,,WROTE LETTER TO,Person,Melville,,1689-1714,119,Leven and Melville NRS,GD26/13/43
Person,Stevenson,,WROTE LETTER TO,Person,Melville,,"1690, Jan 3",1,Leven and Melville NRS,GD26/13/44
Person,Shrewsbury,,WROTE LETTER TO,Person,Melville,,"1690, Jan 29",1,Leven and Melville NRS,GD26/13/45
Person,Lockhart,,WROTE LETTER TO,Person,Melville,,"1690, Feb 4",2,Leven and Melville NRS,GD26/13/46
Communication,Unknown,,Newsletter,Person,Melville,,c 1690,1,Leven and Melville NRS,GD26/13/47
Person,David Nairne,,WROTE LETTER TO,Person,Melville,,c 1690,2,Leven and Melville NRS,GD26/13/48
Person,Unknown,,WROTE LETTER TO,Person,Melville,,"1690, May 13",1,Leven and Melville NRS,GD26/13/49
Person,Unknown,,WROTE LETTER TO,Person,Unknown,,"1690, May 15",1,Leven and Melville NRS,GD26/13/50
Person,Andrew Steedman,,WROTE LETTER TO,Person,Crawford,,"1690, Jul 5",1,Leven and Melville NRS,GD26/13/51
Person,Unknown,,WROTE LETTER TO,Person,Melville,,"1690, Jul 10",1,Leven and Melville NRS,GD26/13/52
Person,Rupert Billingsley,,WROTE LETTER TO,Person,Melville,,"1690, Jul",3,Leven and Melville NRS,GD26/13/53
Person,James Johnston,,WROTE LETTER TO,Person,Melville,,"1690, Aug 5",1,Leven and Melville NRS,GD26/13/54
Person,John Wildman,,WROTE LETTER TO,Person,William Mein,,"1690, Sep 20",1,Leven and Melville NRS,GD26/13/55
Person,G. Gordon,,WROTE LETTER TO,Person,Scrimgeour,,"1690, Oct 1",1,Leven and Melville NRS,GD26/13/56
Person,Dr. Munro,,WROTE LETTER TO,Person,George Henry,,"1690, Nov 18",1,Leven and Melville NRS,GD26/13/57
Person,Unknown,,Digest of Letters,Person,Melville,,"1690, Nov 19",1,Leven and Melville NRS,GD26/13/58
Person,Lachlan McIntosh,,WROTE LETTER TO,Person,Countess Melville,,"1690, Nov 24",1,Leven and Melville NRS,GD26/13/59
Person,S.D.,,WROTE LETTER TO,Person,William Hamilton,,"1690, Dec 11",1,Leven and Melville NRS,GD26/13/60
Person,James Dunlop,,WROTE LETTER TO,Person,Melville,,"1690, Dec 22",1,Leven and Melville NRS,GD26/13/61
Person,N.R.,,WROTE LETTER TO,Person,Melville,,c 1690,9,Leven and Melville NRS,GD26/13/62
Communication,Unknown,,Remarks,Person,Melville,,c 1690,1,Leven and Melville NRS,GD26/13/63
Person,Thomas Bass,,WROTE LETTER TO,Person,Melville,,c 1690,1,Leven and Melville NRS,GD26/13/64
Person,Argyll,,WROTE LETTER TO,Person,Melville,,c 1690,1,Leven and Melville NRS,GD26/13/65
Person,Unknown,,Letter,Person,Unknown,,1690-1701,26,Leven and Melville NRS,GD26/13/66
Person,Queensberry,,WROTE LETTER TO,Person,Leven,,1690-1709,18,Leven and Melville NRS,GD26/13/67
Person,Mackay,,WROTE LETTER TO,Person,Livingston,,"1691, Jan 1",3,Leven and Melville NRS,GD26/13/68
Person,A. I. Munro,,WROTE LETTER TO,Person,Melville,,"1691, Jan 9",1,Leven and Melville NRS,GD26/13/69
Person,Cardross,,WROTE LETTER TO,Person,Melville,,"1691, Jan 15",1,Leven and Melville NRS,GD26/13/70
Person,Unknown,,WROTE LETTER TO,Person,Melville,,"1691, Mar 18",1,Leven and Melville NRS,GD26/13/71
Person,Unknown,,Instructions,Person,Unknown,,c 1691,3,Leven and Melville NRS,GD26/13/72
Person,Andrew Kennedy,,WROTE LETTER TO,Person,Melville,,"1691, Nov 3",1,Leven and Melville NRS,GD26/13/73
Person,William Fuller,,WROTE LETTER TO,Person,Melville,,c 1691,8,Leven and Melville NRS,GD26/13/74
Person,Unknown,,WROTE LETTER TO,Person,Unknown,,c 1691,3,Leven and Melville NRS,GD26/13/75
Person,John Chapel,,WROTE LETTER TO,Person,Melville,,c 1691,1,Leven and Melville NRS,GD26/13/76
Person,John Chapel,,WROTE LETTER TO,Person,Melville,,c 1691,1,Leven and Melville NRS,GD26/13/77
Papers,Unknown,,"Drafts, notes, etc",n/a,Unknown,,1691-1704,1,Leven and Melville NRS,GD26/13/78
Person,John Moncrieff,,WROTE LETTER TO,Person,Laird Cassingray,,"1692, Jan 4",1,Leven and Melville NRS,GD26/13/79
Person,Unknown,,WROTE LETTER TO,Person,Countess Melville,,"1692, Mar 8",1,Leven and Melville NRS,GD26/13/80
Person,Leven,,WROTE LETTER TO,Person,His wife,,1692-1702,80,Leven and Melville NRS,GD26/13/81
Information,Unknown,,Communicated,Person,Tweeddale,,c 1689,1,Leven and Melville NRS,GD26/13/185
Person,Polwarth,,WROTE LETTER TO,Person,Melville,,"1689, May 21",1,Leven and Melville NRS,GD26/13/205
Person,Daniel Carmichael,,WROTE LETTER TO,Person,Melville,,"1689, May 25",1,Leven and Melville NRS,GD26/13/206
Person,John Cunningham,,WROTE LETTER TO,Person,Melville,,"1689, May 30",1,Leven and Melville NRS,GD26/13/207
Person,George Pringle,,WROTE LETTER TO,Person,Melville,,"1689, June 15",1,Leven and Melville NRS,GD26/13/208
Person,David Hume,,WROTE LETTER TO,Person,Melville,,"1689, June 25",1,Leven and Melville NRS,GD26/13/209
Person,Robert Dundas,,WROTE LETTER TO,Person,Melville,,"1689, June 27",1,Leven and Melville NRS,GD26/13/210
Person,Alexander Swinton,,WROTE LETTER TO,Person,Melville,,"1689, June 27",1,Leven and Melville NRS,GD26/13/211
Person,"John Hamilton, Halcraig",,WROTE LETTER TO,Person,Melville,,"1689, July 8",1,Leven and Melville NRS,GD26/13/212
Person,James Stewart,,WROTE LETTER TO,Person,Melville,,"1689, July 9",1,Leven and Melville NRS,GD26/13/213
Person,Alexander Munro,,WROTE LETTER TO,Person,Melville,,"1689, July 13",1,Leven and Melville NRS,GD26/13/214
Person,Lt. Col. Andrew Munro,,WROTE LETTER TO,Person,Melville,,"1689, July 16",1,Leven and Melville NRS,GD26/13/215
Person,Cardross,,WROTE LETTER TO,Person,Melville,,"1689, Aug 13",1,Leven and Melville NRS,GD26/13/216
Person,David Hume,,WROTE LETTER TO,Person,Melville,,"1689, Aug 17",1,Leven and Melville NRS,GD26/13/217
Person,Andrew Russell,,WROTE LETTER TO,Person,Melville,,"1689, August",3,Leven and Melville NRS,GD26/13/218
Person,John Erskine,,WROTE LETTER TO,Person,Melville,,"1689, Sep 7",1,Leven and Melville NRS,GD26/13/219
Person,Charles Melville,,WROTE LETTER TO,Person,Melville,,"1689, Sep 27",1,Leven and Melville NRS,GD26/13/220
Person,Cardross,,WROTE LETTER TO,Person,Melville,,"1689, Sep 30",1,Leven and Melville NRS,GD26/13/221
Person,Countess of Wemyss,,WROTE LETTER TO,Person,Melville,,"1689, Oct 1",1,Leven and Melville NRS,GD26/13/222
Person,Countess of Kincardine,,WROTE LETTER TO,Person,Melville,,"1689, Oct 3",1,Leven and Melville NRS,GD26/13/223
Person,Lt. Col. W. Arrat,,WROTE LETTER TO,Person,Melville,,"1689, Oct 8",1,Leven and Melville NRS,GD26/13/224
Person,Cardross,,WROTE LETTER TO,Person,Melville,,"1689, Oct 29",1,Leven and Melville NRS,GD26/13/225
Person,Roderick MacKenzie,,WROTE LETTER TO,Person,Melville,,"1689, Nov 7",1,Leven and Melville NRS,GD26/13/226
Person,Blackbarrony,,WROTE LETTER TO,Person,Melville,,"1689, Nov 9",1,Leven and Melville NRS,GD26/13/227
Person,Andrew Russell,,WROTE LETTER TO,Person,Melville,,"1689, Nov 10",1,Leven and Melville NRS,GD26/13/228
Person,Countess of Rothes,,WROTE LETTER TO,Person,Melville,,c 1689,3,Leven and Melville NRS,GD26/13/229
Person,Countess of Rothes,,WROTE LETTER TO,Person,Melville,,c 1689,3,Leven and Melville NRS,GD26/13/230
Person,Master of Forbes,,WROTE LETTER TO,Person,Melville,,c 1689,2,Leven and Melville NRS,GD26/13/231
Person,Ross,,WROTE LETTER TO,Person,Melville,,"1690, Oct 8",1,Leven and Melville NRS,GD26/13/232
Person,Henrietta Campbell,,WROTE LETTER TO,Person,Melville,,c 1690,1,Leven and Melville NRS,GD26/13/233
Person,John Buckingham,,WROTE LETTER TO,Person,Melville,,"1689, Aug 19",1,Leven and Melville NRS,GD26/13/240
Person,Robert Fleming,,WROTE LETTER TO,Person,Melville,,"1689, Sep 30",1,Leven and Melville NRS,GD26/13/241
Person,Unknown,,WROTE LETTER TO,Person,Melville,,"1690, October",1,Leven and Melville NRS,GD26/13/242
Person,John Dalrymple,,WROTE LETTER TO,Person,Melville,,"1692, Oct 6",1,Leven and Melville NRS,GD26/13/243
Person,Unknown,,Memorandum,Person,Melville,,n.d.,1,Leven and Melville NRS,GD26/13/247
Person,Unknown,,WROTE LETTER TO,Person,Melville,,n.d.,1,Leven and Melville NRS,GD26/13/248
Person,Unknown,,Information,Person,Melville,,n.d.,1,Leven and Melville NRS,GD26/13/249
Person,William Tillyduff,,WROTE LETTER TO,Person,Scrimgeour,,"1691, Dec 9",1,Leven and Melville NRS,GD26/13/268
Person,Viscount Tarbat,,WROTE LETTER TO,Person,Melville,,c 1691,1,Leven and Melville NRS,GD26/13/269
Person,Duchess of Buccleuch and Monmouth,,WROTE LETTER TO,Group,"Melville, Leven, Countess of Leven",,1677-1701,78,Leven and Melville NRS,GD26/13/359
Person,Andrew Russell,,WROTE LETTER TO,Person,Unknown,,1687-1688,4,Leven and Melville NRS,GD26/13/373
Person,James Conway,,WROTE LETTER TO,Person,Unknown,,"1688, Sep 20",1,Leven and Melville NRS,GD26/13/374
Person,Gordon,,WROTE LETTER TO,Person,Dunfermline,,"1688, Dec 18",1,Leven and Melville NRS,GD26/13/375
Person,Conne,,WROTE LETTER TO,Person,Melville,,"1689, Mar 6",1,Leven and Melville NRS,GD26/13/376
Person,Conne,,WROTE LETTER TO,Person,Alexander Dunbar,,"1689, Mar 6",1,Leven and Melville NRS,GD26/13/377
Person,George Gordon,,WROTE LETTER TO,Person,Dunfermline,,"1689, Apr 8",1,Leven and Melville NRS,GD26/13/378
Person,Archibald Paton,,WROTE LETTER TO,Person,Leven,,"1689, May 4",1,Leven and Melville NRS,GD26/13/379
Person,Alexander Melville,,WROTE LETTER TO,Person,Scrimgeour,,"1689, May 14",1,Leven and Melville NRS,GD26/13/380
Person,John Melville,,WROTE LETTER TO,Person,Melville,,"1689, Jul 6",1,Leven and Melville NRS,GD26/13/381
Person,Unknown,,WROTE LETTER TO,Person,Melville,,"1689, Aug 10",1,Leven and Melville NRS,GD26/13/382
Person,David Lindsay,,WROTE LETTER TO,Person,David Nairn,,"1689, Aug 12",1,Leven and Melville NRS,GD26/13/383
Person,John Johnston,,WROTE LETTER TO,Person,Mrs. Stuart,,"1689, Sep 2",1,Leven and Melville NRS,GD26/13/384
Person,John Johnston,,WROTE LETTER TO,Person,Adam Johnston,,"1689, Sep 2",1,Leven and Melville NRS,GD26/13/385
Person,Cassillis,,WROTE LETTER TO,Person,Leven,,"1689, Sep 12",1,Leven and Melville NRS,GD26/13/386
Person,James Melville,,WROTE LETTER TO,Person,Katherine Melville,,"1689, Nov 8",1,Leven and Melville NRS,GD26/13/387
Person,Henry Balfour,,WROTE LETTER TO,Person,Leven,,"1689, Dec 14",1,Leven and Melville NRS,GD26/13/388
Person,Thomas Burnett,,WROTE LETTER TO,Person,Melville,,"1689, Dec 31",1,Leven and Melville NRS,GD26/13/389
Person,Unknown,,WROTE LETTER TO,Person,Unknown,,"1690, Jan 6",1,Leven and Melville NRS,GD26/13/390
Person,Unknown,,WROTE LETTER TO,Person,John Trotter,,"1690, Jul 15",1,Leven and Melville NRS,GD26/13/391
Person,Unknown,,WROTE LETTER TO,Person,Countess of Perth,,"1690, Jul 15",1,Leven and Melville NRS,GD26/13/392
Person,Unknown,,WROTE LETTER TO,Person,Peter Leith,,"1690, Aug 26",1,Leven and Melville NRS,GD26/13/393
Person,James Graham,,WROTE LETTER TO,Person,Melville,,"1690, Oct 16",1,Leven and Melville NRS,GD26/13/394
Person,Elizabeth Row,,WROTE LETTER TO,Person,Leven,,"1690, Nov 11",1,Leven and Melville NRS,GD26/13/395
Person,Alexander Hume,,WROTE LETTER TO,Person,Mrs. Munro,,"1690, Nov 20",1,Leven and Melville NRS,GD26/13/396
Person,Alexander Hume,,WROTE LETTER TO,Person,Unknown,,c 1690,1,Leven and Melville NRS,GD26/13/397
Person,Ross,,WROTE LETTER TO,Person,Melville,,c 1690,1,Leven and Melville NRS,GD26/13/399
Person,James Melville,,WROTE LETTER TO,Person,Mrs. Melville,,1690-1691,8,Leven and Melville NRS,GD26/13/400
Person,Countess of Wemyss,,WROTE LETTER TO,Group,"Melville, Leven, Countess of Leven",,1690-1698,44,Leven and Melville NRS,GD26/13/401
Person,Countess of Rothes,,WROTE LETTER TO,Person,Melville,,"1691, Jan 3",1,Leven and Melville NRS,GD26/13/402
Person,Alexander Bruce,,WROTE LETTER TO,Person,Melville,,"1691, Jan 19",1,Leven and Melville NRS,GD26/13/403
Person,William McKay,,WROTE LETTER TO,Person,Cap. Robert McKay,,"1691, Mar 21",1,Leven and Melville NRS,GD26/13/404
Person,Charles Munro,,WROTE LETTER TO,Person,Melville,,"1691, Mar 3",1,Leven and Melville NRS,GD26/13/405
Person,Melville,,WROTE LETTER TO,Person,Countess of Leven,,"1691, Jun 13",1,Leven and Melville NRS,GD26/13/406
Person,W. Erskine,,WROTE LETTER TO,Person,Unknown,,"1691, Aug 21",1,Leven and Melville NRS,GD26/13/407
Person,Scrimgeour,,WROTE LETTER TO,Person,Melville,,"1691, Oct 4",1,Leven and Melville NRS,GD26/13/408
Person,John Walkinshaw,,WROTE LETTER TO,Person,Unknown,,"1691, Oct 7",1,Leven and Melville NRS,GD26/13/409
Person,Thomas Moncrieff,,WROTE LETTER TO,Person,Melville,,"1691, Nov 19",1,Leven and Melville NRS,GD26/13/410
Person,J. Pulteney,,WROTE LETTER TO,Person,Melville,,"1692, Feb 23",1,Leven and Melville NRS,GD26/13/411
Person,Crawford,,WROTE LETTER TO,Person,Melville,,"1692, Feb 2",1,Leven and Melville NRS,GD26/13/412
Person,Unknown,,WROTE LETTER TO,Person,Melville,,"1692, May 2",1,Leven and Melville NRS,GD26/13/413
Person,Melville,,WROTE LETTER TO,Person,Leven,,"1692, May 11",1,Leven and Melville NRS,GD26/13/414
Person,Aeneas McPherson,,WROTE LETTER TO,Person,Unknown,,"1692, Jun 6",1,Leven and Melville NRS,GD26/13/415
Person,Schwerin,,WROTE LETTER TO,Person,Leven,,"1692, Sep 27",,Leven and Melville NRS,GD26/13/416
Group,"Melville, Countess of Melville",,WROTE LETTER TO,Group,"Leven, Countess of Leven",,1692-1702,39,Leven and Melville NRS,GD26/13/417
Person,Countess of Leven,,WROTE LETTER TO,Person,Leven,,1692-1702,4,Leven and Melville NRS,GD26/13/418
Group,"Elcho, Lady Elcho, Northesk, Lady Northesk",,WROTE LETTER TO,Group,"Leven, Countess of Leven",,1692-1725,148,Leven and Melville NRS,GD26/13/419
Person,Leven,,WROTE LETTER TO,Person,Countess of Leven,,1692-1702,177,Leven and Melville NRS,GD26/13/420
Person,John Lanier,,Letter,Person,King William,,"1689, Sep 10",1,Leven and Melville NRS,GD26/9/41
Person,King William,,Warrant,Person,Leven,,"1690, Dec 30",2,Leven and Melville NRS,GD26/9/45
Person,George Caldcleuch,,Declaration,Person,Leven,,"1691, Mar 9",1,Leven and Melville NRS,GD26/9/47
Person,John Slezer,,Letter,Person,Melville,,"1691, Apr 21",1,Leven and Melville NRS,GD26/9/48
Person,Charles Erskine,,Letter,Person,Melville,,"1689, Jun 15",1,Leven and Melville NRS,GD26/9/104
Person,John McDougall,,Letter,Person,Mackay,,"1689, Aug 8",1,Leven and Melville NRS,GD26/9/105
Person,John Dalrymple,,Letter,Person,Melville,,Nov 1689,1,Leven and Melville NRS,GD26/9/106
Person,Charles Erskine,,Memorandum,Person,Melville,,c. 1689,1,Leven and Melville NRS,GD26/9/107
Person,George Munro,,Letter,Person,Melville,,"1690, Jan 18",1,Leven and Melville NRS,GD26/9/108
Person,Melville,,Warrant,Group,Patrick Murray of Salcoats; James Oswald of Fingleton,,"1690, Nov 18",1,Leven and Melville NRS,GD26/9/109
Person,Theodore Durie,,Report,Person,Melville,,"1690, Dec 30",1,Leven and Melville NRS,GD26/9/111
Person,Colonel John Wauchope,,Commission,Person,John Brown,,1688,1,Leven and Melville NRS,GD26/9/167
Person,"William, Viscount Montgomery",,Commission,Person,William Fraser,,"1688, Sep 28",1,Leven and Melville NRS,GD26/9/168
Person,Sir John McLean,,Commission,Person,Allan McLean,,"1689, Mar 31",1,Leven and Melville NRS,GD26/9/169
Person,Colonel Alexander Canon,,Commission,Group,"Farmer, William Fraser, Renold Graham, James McCulloch, Thomas Stitchel",,"1689, May 17",1,Leven and Melville NRS,GD26/9/170
Person,Colonel John Wauchope,,Commission,Person,John Scratcher,,"1689, May 17",1,Leven and Melville NRS,GD26/9/171
Person,Colonel John Wauchope,,Commission,Person,John Scratcher,,"1689, May 17",1,Leven and Melville NRS,GD26/9/172
Person,Colonel Thomas Buchan,,Commission,Person,James Buchan,,"1689, May 17",1,Leven and Melville NRS,GD26/9/173
Person,King William,,Commission,Person,Leven,,"1689, June 20",1,Leven and Melville NRS,GD26/9/174
Person,King William,,Commission,Person,Leven,,"1689, July 4",1,Leven and Melville NRS,GD26/9/175
Person,King William,,Commission,Person,John Knox,,"1689, August 15",1,Leven and Melville NRS,GD26/9/176
Person,King William,,Commission,Person,Leven,,"1689, August 23",1,Leven and Melville NRS,GD26/9/177
Person,King William,,Commission,Person,Robert Nairne,,"1689, August 29",1,Leven and Melville NRS,GD26/9/178
Person,King William,,Commission,Person,William Arrat,,"1689, September 17",1,Leven and Melville NRS,GD26/9/179
Person,King William,,Commission,Person,Nathaniel Staffny,,"1689, December 18",1,Leven and Melville NRS,GD26/9/180
Person,King William,,Commission,Person,Edward Murray,,"1690, January 9",1,Leven and Melville NRS,GD26/9/181
Person,King William,,Commission,Person,Alexander Arnott,,"1690, Feb 1",1,Leven and Melville NRS,GD26/9/182
Person,King William,,Commission,Person,Lord Yester,,"1690, May 1",1,Leven and Melville NRS,GD26/9/183
Person,King William,,Commission,Person,Mar,,"1690, June 3",1,Leven and Melville NRS,GD26/9/184
Person,King William,,Commission,Person,Robert Drummond,,"1690, December 27",1,Leven and Melville NRS,GD26/9/185
Person,King William,,Commission,Person,James Murray,,"1690, December 30",1,Leven and Melville NRS,GD26/9/186
Person,King William,,Commission,Person,George Wishart,,"1690, Dec 30",1,Leven and Melville NRS,GD26/9/187
Person,King William,,Commission,Person,Alexander Ross,,"1690, Dec 30",1,Leven and Melville NRS,GD26/9/188
Person,Lord Blantyre,,Letter,Person,Lord Mersington,,"1689, Apr 18",1,Leven and Melville NRS,GD26/9/216
Person,Melfort,,Pass,Person,Cap. James Boughen,,"1689, June 2",1,Leven and Melville NRS,GD26/9/217
Person,George Wishart,,Letter,Person,Melville,,"1689, June 28",1,Leven and Melville NRS,GD26/9/219
Person,Thomas Stewart,,Letter,Person,Melville,,"1689, June",1,Leven and Melville NRS,GD26/9/220
Person,Eglinton,,Letter,Person,Melville,,"1689, Jul 4",1,Leven and Melville NRS,GD26/9/221
Person,E. Wilson,,Letter,Person,Hamilton,,"1689, Jul 7",1,Leven and Melville NRS,GD26/9/222
Person,King William,,Letter,Group,Leven; Mackay,,"1689, Jul 10",1,Leven and Melville NRS,GD26/9/223
Group,Officers and Sergeants of Cardross,,Letter,Person,Cardross,,"1689, Jul 22",1,Leven and Melville NRS,GD26/9/224
Person,Samuel Veitch,,Letter,Person,Cardross,,"1689, Jul 27",1,Leven and Melville NRS,GD26/9/225
Person,Lord Kenmure,,Letter,Person,Melville,,"1689, Aug 20",1,Leven and Melville NRS,GD26/9/226
Person,William Lawrie,,Letter,Person,Melville,,"1689, Aug 20",1,Leven and Melville NRS,GD26/9/227
Person,William Muir,,Letter,Person,Cardross,,"1689, Aug 22",1,Leven and Melville NRS,GD26/9/228
Person,Cardross,,Letter,Person,Melville,,"1689, Aug 25",1,Leven and Melville NRS,GD26/9/229
Person,Lieu. Col. John Buchan,,Letter,Person,Melville,,"1689, Aug 26",1,Leven and Melville NRS,GD26/9/230
Person,Crawford,,Letter,Person,Cardross,,"1689, Aug 30",1,Leven and Melville NRS,GD26/9/231
Person,Cardross,,Letter,Person,Melville,,"1689, Aug 31",1,Leven and Melville NRS,GD26/9/232
Person,H. Fletcher,,Letter,Person,Melville,,"1689, Sep 5",1,Leven and Melville NRS,GD26/9/233
Person,John Hay,,Letter,Person,Canon,,"1689, Sep 19",1,Leven and Melville NRS,GD26/9/235
Person,James Coutts,,Letter,Person,Robert Coutts,,"1689, Sep 23",1,Leven and Melville NRS,GD26/9/236
Person,Lt. Col. John Fullerton,,Letter,Person,Melville,,"1689, Nov 13",1,Leven and Melville NRS,GD26/9/237
Person,Alexander Hope,,Letter,Person,Cardross,,"1689, Nov 16",1,Leven and Melville NRS,GD26/9/238
Person,Major-General Munro,,Letter,Person,Melville,,1689,3,Leven and Melville NRS,GD26/9/240
Person,Captain Young,,Letter,Person,Colonel Balfour,,1689,1,Leven and Melville NRS,GD26/9/241
Person,"John, Earl of Carnwarth",,Petition,Person,King William,,1689,1,Leven and Melville NRS,GD26/9/242
Person,Lt. Col. Munro,,Memorandum,Person,Melville,,1689,1,Leven and Melville NRS,GD26/9/243
Person,James Carneigie,,Letter,Person,Melville,,1689,1,Leven and Melville NRS,GD26/9/245
Person,David Ramsay,,Petition,Person,Melville,,1689,1,Leven and Melville NRS,GD26/9/246
Person,King William,,Memorandum,Person,Melville,,1689,1,Leven and Melville NRS,GD26/9/248
Person,Erskine Dunn,,Letter,Person,Melville,,1689,3,Leven and Melville NRS,GD26/9/249
Person,Lord Blantyre,,Letter,Person,Melville,,1689,1,Leven and Melville NRS,GD26/9/250
Person,Cardross,,Letter,Person,Melville,,"1689, Aug",1,Leven and Melville NRS,GD26/9/251
Group,Officers and Soldiers of Lord Angus,,Address,Person,Mackay,,1689,1,Leven and Melville NRS,GD26/9/254
Person,Thomas Livingston,,Letter,Person,Mackay,,1689-1690,3,Leven and Melville NRS,GD26/9/255
Person,Lt. Col. William Cleland,,Letter,Person,Melville,,1689,3,Leven and Melville NRS,GD26/9/256
Person,Countess Mar,,Letter,Person,Leven,,1689,1,Leven and Melville NRS,GD26/9/260
Person,Countess Mar,,Letter,Person,John Dalrymple,,1689,1,Leven and Melville NRS,GD26/9/260
Person,Charles Gordon,,Letter,Person,Melville,,"1690, Jan 3",1,Leven and Melville NRS,GD26/9/262
Person,John Buchan,,Letter,Person,Laird Binning,,"1690, Jan 21",1,Leven and Melville NRS,GD26/9/263
Person,Countess Rothes,,Letter,Person,Melville,,"1690, Feb 10",1,Leven and Melville NRS,GD26/9/265
Organization,Lords of Treasury,,Warrant,Person,James Oswald of Fingleton,,"1690, Feb 26",1,Leven and Melville NRS,GD26/9/266
Person,E. Wilson,,Letter,Person,Melville,,"1690, Feb 28",1,Leven and Melville NRS,GD26/9/267
Person,John Buchan,,Letter,Person,Melville,,"1690, Apr 10",1,Leven and Melville NRS,GD26/9/270
Person,James Douglas,,Letter,Person,Leven,,"1690, Apr 23",1,Leven and Melville NRS,GD26/9/271
Person,Colonel John Hill,,Letter,Person,Melville,,"1690, Jun",12,Leven and Melville NRS,GD26/9/274
Person,Henry Raine,,Letter,Person,Melville,,"1690, Jul 2",1,Leven and Melville NRS,GD26/9/275
Person,Cockburn of Ormiston,,Letter,Person,Crawford,,"1690, Jul",1,Leven and Melville NRS,GD26/9/276
Person,Mackay,,Letter,Person,Melville,,1690,2,Leven and Melville NRS,GD26/9/280
Person,Melville,,Warrant,Person,Scrimgeour,,"1690, Sep 20",1,Leven and Melville NRS,GD26/9/281
Person,Unknown,,Letter,Person,Melville,,"1690, Nov 11",1,Leven and Melville NRS,GD26/9/283
Person,Thomas Livingston,,Letter,Person,Melville,,1690,2,Leven and Melville NRS,GD26/9/284
Person,William Blathwayt,,Letter,Person,Melville,,"1690, Nov",2,Leven and Melville NRS,GD26/9/285
Person,Captain Peter Walkins,,Petition,Person,King William,,1690,1,Leven and Melville NRS,GD26/9/309
Organization,Lords of Treasury,,Letter,Person,Melville,,"1691, Jan",1,Leven and Melville NRS,GD26/9/313
Person,Thomas Livingston,,Letter,Person,Melville,,"1691, Jan",9,Leven and Melville NRS,GD26/9/315
Person,John Dalrymple,,Letter,Person,Melville,,"1691, Feb-Aug",4,Leven and Melville NRS,GD26/9/316
Person,Cardross,,Letter,Person,Melville,,"1691, Feb 10",1,Leven and Melville NRS,GD26/9/317
Person,John Buchan,,Letter,Person,Melville,,"1691, Mar",2,Leven and Melville NRS,GD26/9/321
Person,Andrew Fletcher,,Letter,Person,Unknown,,"1691, June 16",1,Leven and Melville NRS,GD26/9/323
Person,Colonel John Hill,,Letter,Person,Breadalbane,,"1691, Oct 17",1,Leven and Melville NRS,GD26/9/325
Person,John Dalrymple,,Letter,Person,Melville,,"1691, Jan 27",1,Leven and Melville NRS,GD26/9/332
Person,Thomas Livingston,,Letter,Person,Melville,,"1692, Jan 28",1,Leven and Melville NRS,GD26/9/335
Group,Pembroke; Lowther,,Letter,Person,Melville,,"1690, Mar 11",1,Leven and Melville NRS,GD26/9/550
Person,John Lanier,,Letter,Person,King William,,"1689, Sep 10",1,Leven and Melville NRS,GD26/9/41
Person,King William,,Warrant,Person,Leven,,"1690, Dec 30",2,Leven and Melville NRS,GD26/9/45
Person,George Caldcleuch,,Declaration,Person,Leven,,"1691, Mar 9",1,Leven and Melville NRS,GD26/9/47
Person,John Slezer,,Letter,Person,Melville,,"1691, Apr 21",1,Leven and Melville NRS,GD26/9/48
Person,Charles Erskine,,Letter,Person,Melville,,"1689, Jun 15",1,Leven and Melville NRS,GD26/9/104
Person,John McDougall,,Letter,Person,Mackay,,"1689, Aug 8",1,Leven and Melville NRS,GD26/9/105
Person,John Dalrymple,,Letter,Person,Melville,,Nov 1689,1,Leven and Melville NRS,GD26/9/106
Person,Charles Erskine,,Memorandum,Person,Melville,,c. 1689,1,Leven and Melville NRS,GD26/9/107
Person,George Munro,,Letter,Person,Melville,,"1690, Jan 18",1,Leven and Melville NRS,GD26/9/108
Person,Melville,,Warrant,Group,Patrick Murray of Salcoats; James Oswald of Fingleton,,"1690, Nov 18",1,Leven and Melville NRS,GD26/9/109
Person,Theodore Durie,,Report,Person,Melville,,"1690, Dec 30",1,Leven and Melville NRS,GD26/9/111
Person,Colonel John Wauchope,,Commission,Person,John Brown,,1688,1,Leven and Melville NRS,GD26/9/167
Person,"William, Viscount Montgomery",,Commission,Person,William Fraser,,"1688, Sep 28",1,Leven and Melville NRS,GD26/9/168
Person,Sir John McLean,,Commission,Person,Allan McLean,,"1689, Mar 31",1,Leven and Melville NRS,GD26/9/169
Person,Colonel Alexander Canon,,Commission,Group,"Farmer, William Fraser, Renold Graham, James McCulloch, Thomas Stitchel",,"1689, May 17",1,Leven and Melville NRS,GD26/9/170
Person,Colonel John Wauchope,,Commission,Person,John Scratcher,,"1689, May 17",1,Leven and Melville NRS,GD26/9/171
Person,Colonel John Wauchope,,Commission,Person,John Scratcher,,"1689, May 17",1,Leven and Melville NRS,GD26/9/172
